TestID,TrainID,"[m,b]","(x,y)",Prediction
114618,58939,"[1, -2]","(train,test)",155
114744,56484,"[7, 0]","(train,test)",1309
114783,36390,"[6, -3]","(train,test)",52776532967427
114842,21091,"[24, 0]","(train,test)",109588623046875000
114865,120754,"[1, 1]","(train,test)",55
114903,155864,"[4, -1]","(train,test)",5923
114958,52901,"[3, -2]","(train,test)",253
114984,108417,"[16, -228]","(train,test)",25596
115000,115518,"[1, -1]","(train,test)",4493
115278,30271,"[1, 0]","(train,test)",4153
115303,55390,"[1, 0]","(train,test)",203
115385,121664,"[510510, 0]","(train,test)",13783770
115400,1214,"[5, 96]","(train,test)",281
115426,21236,"[1, -2]","(train,test)",36561584400629759
115557,403,"[8984250, 6988080]","(train,test)",186673080
115559,1214,"[242, 4841]","(train,test)",10165
115583,102267,"[-2, 2]","(test,train)",-0.0
115636,74346,"[81, 54]","(train,test)",746469
115672,97062,"[1, -2]","(train,test)",232
115785,14871,"[1, -1]","(train,test)",136
115817,91503,"[4, 5]","(train,test)",229
115893,29580,"[20, -19]","(train,test)",18061
115921,142053,"[24, 11]","(train,test)",2339
115928,85519,"[2, 0]","(test,train)",19290113571.0
115949,1214,"[1, 12]","(train,test)",52
115953,1214,"[12, 238]","(train,test)",634
116015,117502,"[2, -2]","(test,train)",12078909.0
116073,32907,"[8, 0]","(train,test)",971039709861320
116076,127395,"[1, -1]","(train,test)",609360902796251
116094,1715,"[12, 0]","(train,test)",48
116116,558,"[1, 0]","(train,test)",38959523483674573012992
116138,157153,"[1, -1]","(train,test)",2
116177,18137,"[1, 1]","(train,test)",2675925
116247,94630,"[10, 2]","(test,train)",173949530931.0
116326,38144,"[3, 15]","(train,test)",789
116340,29580,"[128, -121]","(train,test)",94855
116372,152412,"[2, 2]","(train,test)",2147483708
116380,18070,"[13, 0]","(test,train)",15.0
116456,174702,"[-7, 7]","(train,test)",24402
116467,108608,"[2, 1]","(test,train)",2865839.0
116491,57348,"[1, 1]","(train,test)",17
116493,198651,"[2, 0]","(train,test)",132
116523,195577,"[1, 4]","(train,test)",14356
116561,9745,"[1, -1]","(train,test)",424860
116670,78223,"[2, -1]","(train,test)",1270932914165
116802,133219,"[-2, 5]","(train,test)",1
116843,981,"[1, -1]","(train,test)",101
116845,182607,"[1, 1]","(train,test)",82240
116924,22258,"[1, 0]","(train,test)",6
117025,154088,"[1, 1]","(train,test)",2809
117048,61813,"[7, -42]","(train,test)",28231
117198,40136,"[1, 0]","(train,test)",110000000000000000
117246,2940,"[1, 0]","(train,test)",0
117249,94,"[1, -27]","(train,test)",29928
117252,1644,"[1, 0]","(train,test)",2333521433367183360
117337,161043,"[2, 0]","(train,test)",583848
117350,12620,"[1, 0]","(train,test)",3475
117411,66569,"[1, 1]","(train,test)",227
117487,1214,"[36, 721]","(train,test)",1621
117489,66279,"[1, 0]","(train,test)",32
117501,81109,"[2, 5]","(train,test)",22965
117608,204770,"[6, 0]","(train,test)",536870910
117624,11704,"[-9, 18]","(train,test)",18
117638,319,"[2, 0]","(train,test)",442
117655,12262,"[1, 0]","(train,test)",525893003079214694400
117666,205478,"[1, 0]","(train,test)",11
117710,58079,"[1, 1]","(train,test)",2501
117774,161335,"[2, 0]","(test,train)",5.7299708096576225e+22
117862,2250,"[3, 0]","(train,test)",33333333333333333
117867,29580,"[7, -5]","(train,test)",5462
117902,107537,"[1, 1]","(train,test)",8
117942,194872,"[1, 0]","(train,test)",984128
117957,140153,"[800, 1]","(train,test)",46099201
117987,2324,"[1, -1]","(train,test)",1480
118028,1817,"[5, -4]","(train,test)",2684354556
118145,95659,"[2, 0]","(train,test)",6
118166,122937,"[1, 1]","(train,test)",156
118222,8028,"[1, 0]","(train,test)",13027308783283592
118236,74785,"[-11, 11]","(train,test)",-297
118277,97871,"[1, 1]","(train,test)",138254
118338,109517,"[1, 0]","(train,test)",71
118369,8282,"[1, 1]","(train,test)",617438
118382,126485,"[1, 0]","(train,test)",81
118405,150413,"[1, -1]","(train,test)",150289495621631
118414,10097,"[2, 1]","(test,train)",39088168.0
118426,42721,"[125, 0]","(train,test)",11390625
118643,151260,"[2, 0]","(train,test)",206376309488120834
118646,58219,"[2, 0]","(train,test)",6
118695,28990,"[1, 0]","(train,test)",27514634240000000000000
118732,206856,"[2, -1]","(test,train)",1073707991.0
118822,79426,"[1, 0]","(train,test)",41
118901,29580,"[2, 4]","(train,test)",2262
118928,174056,"[2, 0]","(train,test)",2480
118943,9289,"[2, 0]","(train,test)",13204
119073,1182,"[216, 840]","(train,test)",58728
119081,190608,"[1, 1]","(train,test)",12
119154,18319,"[2, -2]","(train,test)",14478
119159,90933,"[1, -1]","(train,test)",993
119172,68089,"[3, -2]","(train,test)",31201798
119192,8859,"[1, 0]","(train,test)",3221225472
119210,160908,"[1, -1]","(train,test)",282429536553
119281,21345,"[1, 0]","(train,test)",550
119418,163933,"[1, 6]","(train,test)",448153
119470,58939,"[2, 1]","(train,test)",259
119512,82854,"[1, -1]","(train,test)",2351
119522,218612,"[1, 0]","(train,test)",227
119543,192953,"[2, 0]","(train,test)",48038396025110528
119623,66906,"[2, -1]","(train,test)",1549
119647,17145,"[-25, 50]","(train,test)",50
119852,117296,"[128, 0]","(train,test)",698260569735168
119880,161625,"[6561, 0]","(train,test)",23045377697175681
119918,23977,"[1, 3]","(train,test)",172
119922,23816,"[1, 0]","(train,test)",1010000
119930,183638,"[2, 1]","(test,train)",61.0
119953,173144,"[1, 0]","(train,test)",1000000000001
120005,57779,"[2187, 0]","(train,test)",855036081
120015,192308,"[1, 0]","(train,test)",42
120089,144866,"[1, 0]","(train,test)",40
120103,17481,"[1, 0]","(train,test)",0
120130,20389,"[1, 0]","(train,test)",1129718145924
120159,1182,"[-8, 20]","(test,train)",-55.0
120182,8883,"[1, 0]","(train,test)",5279714475068333490176
120252,12262,"[1, 0]","(train,test)",525893003079214694400
120262,1214,"[-1, -7]","(train,test)",-48
120310,124950,"[-1, 1]","(train,test)",1
120451,117979,"[1, 0]","(train,test)",11190
120478,64292,"[8, 0]","(train,test)",3243600
120586,28180,"[100000000, -100000000]","(train,test)",42998169600000000
120600,88708,"[1, 1]","(train,test)",129140163
120644,28990,"[1, 0]","(train,test)",27514634240000000000000
120663,21097,"[2, 1]","(train,test)",221
120756,59468,"[30, 30]","(train,test)",28629120
120816,107960,"[1, 0]","(train,test)",1865857337323
120855,136615,"[1, 1]","(train,test)",121
120907,131515,"[4, 0]","(train,test)",170109214167178588
121047,1280,"[0, 27]","(train,test)",27
121076,174593,"[1, 0]","(train,test)",1317343
121078,155513,"[1, 0]","(train,test)",2655764
121090,1214,"[26, 566]","(train,test)",1320
121103,216726,"[2, 0]","(test,train)",3420.0
121133,121254,"[2, 0]","(train,test)",11776
121172,219721,"[1, 3]","(train,test)",134
121189,153822,"[1, 2]","(train,test)",778806
121235,6699,"[1, 3]","(train,test)",114
121245,33207,"[2, 0]","(train,test)",601528
121304,17770,"[1, 0]","(train,test)",6311523942644393705472
121337,145571,"[1, 0]","(train,test)",23376713203604
121414,102957,"[1, 0]","(train,test)",47892600
121425,20389,"[1, 0]","(train,test)",1129718145924
121429,2638,"[8, 1]","(train,test)",9
121557,1214,"[1, 4]","(train,test)",45
121559,108998,"[2, 1]","(train,test)",207
121584,55870,"[1, 0]","(train,test)",18
121627,16522,"[1, 0]","(train,test)",2278
121643,39537,"[5, 0]","(train,test)",15000000000000000
121648,171779,"[1, 1]","(train,test)",376327
121705,188935,"[2, -11]","(test,train)",161.0
121741,8144,"[1, -1]","(train,test)",104
121791,91254,"[2, -1]","(train,test)",1431655735
121843,35595,"[1, 0]","(train,test)",4
121853,40136,"[1, 0]","(train,test)",110000000000000000
121873,43253,"[2, 0]","(test,train)",7.20577314768814e+16
121949,14452,"[6, -1]","(train,test)",105553116266495
121982,193310,"[1, -1]","(train,test)",109
121987,1214,"[-1, -3]","(train,test)",-44
121993,28412,"[1, 0]","(train,test)",162129586585337820
122058,27765,"[1, -1]","(train,test)",1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110
122108,15915,"[1, 0]","(train,test)",70
122157,23098,"[-1, 2]","(train,test)",2
122388,88247,"[3, 2]","(train,test)",73922
122394,6921,"[2, 3]","(train,test)",131
122396,47953,"[1, 0]","(train,test)",340649
122494,196211,"[-1, 9]","(train,test)",1
122614,166513,"[200, 1]","(train,test)",3650401
122734,142727,"[2, 1]","(test,train)",2354.0
122806,11242,"[1, 0]","(train,test)",572204589843750
122845,203497,"[1, 1]","(train,test)",66
122894,8253,"[1, 1]","(train,test)",11398895185897432
123005,73507,"[-1, 1]","(train,test)",0
123012,78152,"[2, 0]","(train,test)",734502681629602026094592
123034,154258,"[2, -2]","(train,test)",134560
123042,52901,"[12345679, 0]","(train,test)",382716049
123177,204092,"[1, -2]","(train,test)",3
123256,221434,"[1, 1]","(train,test)",20
123303,58219,"[-2, 6]","(train,test)",0
123404,22840,"[8, 0]","(train,test)",410640
123449,1214,"[225, 4501]","(train,test)",9676
123464,1214,"[3571, 67849]","(train,test)",96417
123609,558,"[1, 0]","(train,test)",38959523483674573012992
123617,106449,"[1, -8]","(train,test)",3571
123626,78187,"[1, -2]","(train,test)",232
123684,47448,"[6, 5]","(train,test)",7127
123712,37702,"[1, -1]","(train,test)",4639
123747,105615,"[1, -5]","(train,test)",68607
123811,117161,"[1, 1]","(train,test)",6
123820,84478,"[2, 0]","(train,test)",0
123865,116241,"[1, 1]","(train,test)",33
123948,190805,"[-1, 1]","(train,test)",0
124049,3838,"[2, -2]","(train,test)",590
124157,94027,"[1, 4]","(train,test)",165580142
124279,61599,"[1, 1]","(train,test)",305
124326,65914,"[1, 1]","(train,test)",5500000000000000000
124339,20169,"[-1, 9]","(train,test)",8
124352,112383,"[1, -1]","(train,test)",387
124360,66180,"[1, 0]","(train,test)",2702700
124374,2940,"[1, 0]","(train,test)",0
124469,11242,"[1, 0]","(train,test)",572204589843750
124529,50324,"[3, 4]","(train,test)",14585839204354
124751,108417,"[22, -309]","(train,test)",31767
124752,1817,"[5, -2]","(train,test)",2684354558
124770,1214,"[22, 419]","(train,test)",1123
124798,69274,"[-3, 4]","(test,train)",-1644167168.0
124828,108417,"[4, -58]","(train,test)",8462
124870,96932,"[1, 1]","(train,test)",68
124927,95700,"[1, 0]","(train,test)",384163682797440
125067,69863,"[1, -1]","(train,test)",11111111111111111111111111111111111111110
125109,50404,"[1, -1]","(train,test)",3
125156,160749,"[2, 1]","(train,test)",11263976658481
125337,64552,"[24, 0]","(test,train)",1013709170073600.0
125340,2824,"[0, 0]","(train,test)",0
125355,160260,"[1, 1]","(train,test)",7
125428,149620,"[2, 0]","(train,test)",34908919346114028
125501,288,"[5, 0]","(train,test)",27010
125603,74219,"[1, 0]","(train,test)",641
125676,2250,"[2, 0]","(train,test)",22222222222222222
125820,12120,"[1, 0]","(train,test)",34406400000000000000
125843,1817,"[15, -14]","(train,test)",4026531826
125884,146581,"[6, 1]","(train,test)",751
125906,1214,"[-1, 10]","(train,test)",-31
125913,15621,"[8, 0]","(test,train)",100111.0
125915,121346,"[1, 2]","(train,test)",97
125957,152514,"[-1, 2]","(train,test)",0
125992,5544,"[1, 0]","(train,test)",7121453984059539456
126045,69411,"[1, 1]","(train,test)",174763
126149,52888,"[1, -2]","(train,test)",-1
126159,85260,"[2, 0]","(train,test)",8320400
126179,149176,"[2, 1]","(train,test)",193
126184,169837,"[1, -2]","(train,test)",297
126302,74486,"[2, -1]","(test,train)",11.0
126307,15722,"[1, 4]","(train,test)",4513
126365,90458,"[1, 0]","(train,test)",3430
126385,27587,"[1, 0]","(train,test)",4265518180073472
126417,199041,"[-1, 1]","(train,test)",1
126562,17165,"[1, -1]","(train,test)",2852
126615,74849,"[64, -1]","(train,test)",130844159
126632,84689,"[2, 1]","(train,test)",399
126710,80944,"[2, 0]","(train,test)",5852
126918,130559,"[2, 0]","(test,train)",30.0
127005,159559,"[1, 1]","(train,test)",1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111112
127066,141303,"[1, -1]","(train,test)",11417968671701268
127122,144029,"[4, 1]","(train,test)",3301
127143,17770,"[1, 0]","(train,test)",6311523942644393705472
127189,101656,"[2, 1]","(train,test)",2563
127317,214156,"[5, -4]","(train,test)",20000273725560976
127359,15759,"[1, 0]","(train,test)",281
127374,222002,"[1, -1]","(train,test)",14625
127409,1817,"[3, 0]","(train,test)",12884901888
127439,1817,"[6, 0]","(train,test)",3221225472
127463,208197,"[3, 0]","(test,train)",76.0
127466,107600,"[2, 0]","(test,train)",102356.0
127489,35423,"[1, -6]","(train,test)",1430
127519,108417,"[4, -60]","(train,test)",8460
127550,39165,"[1, 11]","(train,test)",69
127562,30814,"[126, 0]","(train,test)",28184836680
127611,147794,"[1, 0]","(train,test)",155
127659,153395,"[1, -1]","(train,test)",136
127878,13566,"[2, -1]","(train,test)",34969
127910,137505,"[1, -2]","(train,test)",1544
127944,30297,"[1, 1]","(train,test)",5706
128013,1494,"[3, -21]","(train,test)",0
128043,18245,"[1, 0]","(train,test)",8714
128049,25671,"[3, 1]","(train,test)",268435456
128060,1926,"[12, -4]","(train,test)",600378541187996480
128083,128274,"[3, 0]","(train,test)",51
128110,35169,"[1, 0]","(train,test)",0
128118,20758,"[1, 6561]","(train,test)",7810
128133,215660,"[2, 0]","(train,test)",1140
128208,1214,"[-1, -4]","(train,test)",-45
128225,220028,"[10, -3]","(train,test)",95267
128264,37550,"[1, 0]","(train,test)",130
128323,200723,"[1, 0]","(train,test)",746496
128357,179513,"[1, 0]","(train,test)",77
128359,28412,"[1, 0]","(train,test)",162129586585337820
128383,108417,"[3, -37]","(train,test)",6632
128390,7470,"[1, 0]","(train,test)",72
128402,22668,"[2, 0]","(train,test)",-16549579084211148554240
128464,193082,"[1, 0]","(train,test)",10
128526,43695,"[1, -5]","(train,test)",97840
128547,1683,"[1, 0]","(train,test)",87960930222080
128594,47255,"[1, -2]","(train,test)",12360848946698170
128658,40628,"[2, 0]","(test,train)",24.0
128762,163776,"[2, 0]","(train,test)",1620
129006,9268,"[1, 0]","(train,test)",200291280469622706
129017,14452,"[36, 2]","(train,test)",39582418599938
129129,211251,"[1, 0]","(train,test)",433
129165,209337,"[2, 0]","(test,train)",124337568995640.0
129187,180112,"[1, 1]","(train,test)",3
129223,5966,"[1, 0]","(train,test)",19599665578316398592
129225,42721,"[216, 0]","(train,test)",19683000
129394,112456,"[1, -1]","(train,test)",7881197
129417,11417,"[1, 0]","(train,test)",151
129453,23769,"[1, 0]","(train,test)",12797201858645100
129500,3164,"[2, 0]","(train,test)",9438
129503,4833,"[-1, 0]","(train,test)",-96
129526,10344,"[-343, 343]","(train,test)",4741632
129535,167509,"[2, -1]","(train,test)",-1
129562,44154,"[1, 0]","(train,test)",7
129580,104589,"[3, 0]","(test,train)",1.0
129811,44502,"[16, 0]","(train,test)",268435456
129814,174071,"[1, 0]","(train,test)",256
130013,192963,"[1, -1]","(train,test)",4
130074,113088,"[6, 0]","(train,test)",60
130107,167495,"[5, 1]","(train,test)",5918716
130111,9882,"[1, 1]","(train,test)",122
130116,20389,"[1, 0]","(train,test)",1129718145924
130214,61360,"[3, 1]","(train,test)",4
130217,3418,"[1, 69632]","(train,test)",70023
130230,59558,"[1, 8]","(train,test)",194
130234,167445,"[1024, 513]","(train,test)",176641
130293,208014,"[243, 0]","(train,test)",16850581551
130313,162496,"[2, -1]","(test,train)",242.0
130351,128948,"[1, -2]","(train,test)",53591
130413,119232,"[7, 0]","(test,train)",51760979985.0
130473,81188,"[2, 0]","(train,test)",1555851902976
130677,141106,"[1, -2]","(train,test)",28890
130697,430,"[1, 0]","(train,test)",179
130739,9268,"[1, 0]","(train,test)",200291280469622706
130831,48259,"[1, 2]","(train,test)",2
130881,144820,"[2, 0]","(train,test)",1270865805302
130882,963,"[10, 160]","(train,test)",8600
130938,202995,"[1, -1]","(train,test)",107
131074,93799,"[1, -1]","(train,test)",2920
131103,208014,"[3125, 0]","(train,test)",122298103125
131130,45797,"[2, 0]","(train,test)",5103725826818691072000
131256,20389,"[1, 0]","(train,test)",1129718145924
131364,204865,"[1, 1]","(train,test)",4
131418,146563,"[22, 0]","(train,test)",5767168
131475,42823,"[7, -7]","(train,test)",10500000000000000
131485,133359,"[3, 0]","(test,train)",9.0
131494,91212,"[1, 1]","(train,test)",1
131535,963,"[20, -18123005136]","(test,train)",906150280.0
131614,162206,"[1, 0]","(train,test)",2249
131627,29580,"[13, -13]","(train,test)",12870
131685,72815,"[1, 0]","(train,test)",30
131775,28990,"[1, 0]","(train,test)",27514634240000000000000
131823,35423,"[5, -28]","(train,test)",5637
131836,1817,"[4, 1]","(train,test)",8589934593
131910,108417,"[961, -13485]","(train,test)",984033
131920,11704,"[-29, 58]","(train,test)",58
131947,26333,"[5, -5]","(train,test)",13545
132003,1214,"[-1, 16]","(train,test)",-25
132073,36706,"[-1, 9]","(train,test)",0
132130,116684,"[1, 0]","(train,test)",1303
132244,180079,"[72, 0]","(train,test)",31077346740535296
132283,101656,"[8, 0]","(train,test)",8736
132292,78187,"[1, -1]","(train,test)",233
132331,185815,"[-1, 9]","(train,test)",4
132347,120570,"[10, 0]","(train,test)",1320
132399,21452,"[1, -20]","(train,test)",4295098390
132404,92659,"[1, 0]","(train,test)",217
132735,89559,"[1, 1]","(train,test)",1380
132756,46338,"[1, 1]","(train,test)",3460
132819,28288,"[2, 1]","(test,train)",70649.0
132883,6255,"[1, 0]","(train,test)",104
132917,39309,"[2, 0]","(train,test)",210
132963,12120,"[1, 0]","(train,test)",34406400000000000000
133020,85779,"[2, -1]","(train,test)",169
133110,157934,"[1, -111]","(train,test)",312
133195,81536,"[-1, 2]","(train,test)",1
133198,121837,"[1, 1]","(train,test)",324
133264,64258,"[64, 63]","(train,test)",11839
133329,70820,"[2, 0]","(test,train)",14.0
133342,125457,"[17, -19]","(train,test)",5659
133370,430,"[1, 279552]","(train,test)",279675
133395,97272,"[2, 0]","(test,train)",2671465728531600.0
133411,17097,"[1, 0]","(train,test)",25
133450,45951,"[1, 1]","(train,test)",963
133456,102997,"[2, 1]","(test,train)",19655.0
133464,1997,"[2, 1]","(train,test)",16305
133495,19184,"[2, 4]","(train,test)",2906
133622,89403,"[81, -1]","(train,test)",4528385
133634,79248,"[1, -18]","(train,test)",6505
133659,169379,"[1, 1]","(train,test)",69
133678,54439,"[1, 0]","(train,test)",0
133700,150277,"[-1, 9]","(train,test)",7
133767,193042,"[1, 1]","(train,test)",3
133771,21345,"[1, 0]","(train,test)",550
133810,174856,"[1, 1]","(train,test)",9999999999999
133836,169963,"[2, -13]","(test,train)",1531.0
133887,69845,"[1, 16384]","(train,test)",20800
133974,403,"[111111111, 111111111]","(train,test)",2111111109
134064,43643,"[2, 1]","(train,test)",78176265
134102,37821,"[1, -4]","(train,test)",2415919100
134104,29580,"[98, -88]","(train,test)",65278
134150,165850,"[12, 5]","(train,test)",1901
134197,67413,"[100000, 0]","(train,test)",104857600000
134206,180510,"[4, -1]","(test,train)",4.835703278458517e+24
134243,155486,"[2, -1]","(test,train)",188277969046.0
134316,227035,"[128, 0]","(train,test)",775771085481344
134491,168887,"[6, 0]","(train,test)",8520
134622,145732,"[1, 1]","(train,test)",76
134625,91681,"[1, 0]","(train,test)",343
134632,5544,"[1, 0]","(train,test)",7121453984059539456
134670,209159,"[1, -2]","(train,test)",207
134694,104403,"[1, -1]","(train,test)",30
134707,70958,"[-1, 2]","(train,test)",1
134751,151519,"[1, 2]","(train,test)",2810
134829,366,"[3, 2]","(train,test)",254
134973,195925,"[1, 0]","(train,test)",649
134976,11704,"[-21, 42]","(train,test)",42
135002,219721,"[1, 4]","(train,test)",135
135020,49705,"[8, 7]","(train,test)",406283519
135102,9268,"[1, 0]","(train,test)",200291280469622706
135157,59212,"[1, 2]","(train,test)",2097152
135302,2638,"[-1, 3]","(train,test)",2
135307,14154,"[1, -1]","(train,test)",5
135308,1214,"[91, 1743]","(train,test)",3654
135330,1817,"[100, -99]","(train,test)",6710886301
135386,3116,"[1, 0]","(train,test)",2250
135409,90494,"[1, 0]","(train,test)",186624
135422,135489,"[1, 28561]","(train,test)",28775
135475,202419,"[1, -1]","(train,test)",124
135494,35241,"[1, 0]","(train,test)",414
135500,1280,"[0, 7]","(train,test)",7
135724,91586,"[1, 2]","(train,test)",3416454622906706
135807,169903,"[2, 8]","(test,train)",2483027964.0
135837,194513,"[2, 0]","(train,test)",20714056652990194
135904,16988,"[24, -3]","(train,test)",3189
135939,48474,"[2, 0]","(train,test)",22920
135993,96750,"[2, 1]","(test,train)",1359.0
136013,4132,"[1, 0]","(train,test)",2543
136024,1182,"[17, -51]","(train,test)",5321
136030,168557,"[1, 0]","(train,test)",3
136062,3587,"[1, 0]","(train,test)",1741769316989023076352
136069,121275,"[2, 0]","(train,test)",24
136111,49919,"[2, 0]","(train,test)",288
136285,108417,"[3, -44]","(train,test)",6625
136297,193647,"[6, 0]","(train,test)",219564
136388,122357,"[6, 0]","(train,test)",66
136420,108142,"[5, -4]","(train,test)",17851
136437,227149,"[1, -1]","(train,test)",9179
136457,97242,"[1, 0]","(train,test)",42
136529,9890,"[1, -1]","(train,test)",637305
136539,43695,"[1, 2]","(train,test)",97847
136616,71740,"[2, -1]","(train,test)",29249267520503809
136676,27462,"[2, -3]","(train,test)",1
136912,318,"[6, 29]","(train,test)",2861022949218749
136971,2586,"[2, 0]","(test,train)",496.0
136980,1182,"[2, 4]","(test,train)",228.0
137106,24931,"[1, -1]","(train,test)",83720
137189,92110,"[12, 0]","(train,test)",1504916275200
137202,105471,"[2, -9]","(train,test)",5049562729769
137204,215655,"[2, 0]","(test,train)",23089744183296.0
137209,5669,"[1, 0]","(train,test)",104255099738019625697280
137349,24336,"[1, 0]","(train,test)",351829430966702353416192
137368,61573,"[2, -1]","(test,train)",120.0
137398,2250,"[360, 37]","(train,test)",399999999999997
137400,37550,"[1, 0]","(train,test)",130
137649,205636,"[1, -1]","(train,test)",1457
137650,54550,"[1, 1]","(train,test)",41
137671,94,"[1, -28]","(train,test)",27887
137692,108417,"[32, -449]","(train,test)",46207
137703,17374,"[-1, 9]","(train,test)",5
137736,25876,"[2, 1]","(train,test)",35184380477441
137756,83998,"[2, 0]","(train,test)",1006316
137806,192805,"[1, 0]","(train,test)",91527
137878,106873,"[2, 0]","(test,train)",103683431845.0
137889,169761,"[1, 2]","(train,test)",2258
137947,58942,"[2, -1]","(train,test)",151
138147,178509,"[1, -2]","(train,test)",178
138321,1214,"[324, 6481]","(train,test)",12961
138343,3418,"[1, 4096]","(train,test)",4494
138363,26935,"[2, 0]","(test,train)",2.0
138427,148317,"[1, 3]","(train,test)",7639424778862810
138534,1214,"[30, 589]","(train,test)",1459
138547,76720,"[8, -20]","(train,test)",964
138572,110326,"[27, -45]","(train,test)",69696
138605,1280,"[0, 13]","(train,test)",13
138744,963,"[5, 80]","(train,test)",3800
138767,1214,"[-1, 5]","(train,test)",-36
138782,29310,"[1, -2]","(train,test)",49488
138800,97220,"[2, -1]","(train,test)",392136359
138816,191872,"[2, 0]","(test,train)",2164.0
138916,87335,"[1, 0]","(train,test)",159
138951,42233,"[1, 1]","(train,test)",68
139000,165952,"[1, 1]","(train,test)",289
139053,96529,"[2, 0]","(train,test)",2147483744
139141,11209,"[2, -7]","(train,test)",605
139291,78223,"[4, -2]","(train,test)",847288609442
139301,9923,"[5, 0]","(train,test)",1195
139349,150975,"[2, -1]","(train,test)",65601
139352,154466,"[1, -1]","(train,test)",149592
139369,2250,"[450, 42]","(train,test)",499999999999999992
139380,146976,"[2, 0]","(train,test)",11304491362025472
139691,1817,"[12, -11]","(train,test)",201326581
139737,1214,"[-1, -12]","(train,test)",-52
139761,51995,"[3, 1]","(train,test)",505
139770,15474,"[4, 0]","(train,test)",720
139949,159929,"[1, 4]","(train,test)",24157893
139956,50263,"[3, 1]","(train,test)",847288609444
140095,1484,"[2, 1]","(train,test)",589
140108,53694,"[1, 2]","(train,test)",1311302185058594
140120,213986,"[1, 0]","(train,test)",30
140146,150630,"[7, -11]","(train,test)",1753
140186,47279,"[-4, 36]","(train,test)",40
140369,1214,"[843, 16017]","(train,test)",24447
140385,1214,"[-1, 3]","(train,test)",-38
140406,172650,"[2, 3]","(test,train)",169.0
140428,5544,"[1, 0]","(train,test)",7121453984059539456
140478,192012,"[-2, 12]","(test,train)",-2884.0
140496,175821,"[2, -2]","(train,test)",847355718304
140678,1214,"[45, 865]","(train,test)",1900
140736,207687,"[1, 0]","(train,test)",36
140771,2638,"[3, 3]","(train,test)",6
140803,145329,"[1, -1]","(train,test)",106
140844,208964,"[5, 10]","(test,train)",107.0
141016,1182,"[18, 72]","(train,test)",6192
141082,54629,"[1, 1]","(train,test)",95
141088,53024,"[2, -1]","(train,test)",1361
141090,58275,"[2, 0]","(train,test)",172115068
141145,42541,"[1, -1]","(train,test)",2363
141160,29580,"[23, -22]","(train,test)",10006
141164,84916,"[16, -1]","(train,test)",1148879
141172,59982,"[20, -29]","(train,test)",159951
141196,32720,"[2, 1]","(train,test)",219
141220,28990,"[1, 0]","(train,test)",27514634240000000000000
141508,48801,"[1, 0]","(train,test)",883
141558,107438,"[10, -8]","(train,test)",3918752
141641,6699,"[2, -7]","(train,test)",193
141644,26333,"[7, -6]","(train,test)",18964
141645,57498,"[-1, 1]","(train,test)",15386878263121
141653,7626,"[1, 1]","(train,test)",140
141676,7526,"[5, 0]","(test,train)",5984.0
141677,57348,"[4, 3]","(train,test)",3
141688,212949,"[24, 0]","(train,test)",6412032
141714,54465,"[9, 1]","(train,test)",5022865
141885,17481,"[1, 0]","(train,test)",0
141917,66090,"[1, 1]","(train,test)",3559
142056,27587,"[1, 0]","(train,test)",4265518180073472
142063,114097,"[2, 0]","(test,train)",493506.0
142253,27587,"[1, 0]","(train,test)",4265518180073472
142311,132014,"[1, -4]","(train,test)",226
142342,171853,"[1, 0]","(train,test)",4
142352,65465,"[-1, 2]","(train,test)",-2
142381,135120,"[1, 1]","(train,test)",9666669
142394,59982,"[245, 210]","(train,test)",1102465
142437,51390,"[1, -1]","(train,test)",0
142535,140172,"[4, 2]","(train,test)",1145044994
142560,1182,"[1, 2]","(train,test)",430
142617,115159,"[4, -4]","(test,train)",847255055012.0
142631,5669,"[1, 0]","(train,test)",104255099738019625697280
142638,200352,"[7, 0]","(train,test)",1351
142640,29580,"[72, -64]","(train,test)",95480
142757,35093,"[1, 2]","(train,test)",109
142892,28990,"[1, 0]","(train,test)",27514634240000000000000
142999,558,"[1, 0]","(train,test)",38959523483674573012992
143127,195581,"[1, 0]","(train,test)",30914051605760688
143184,1280,"[0, 30]","(train,test)",30
143189,170919,"[2, 0]","(train,test)",4524
143203,24406,"[2, -5]","(test,train)",3.0
143214,172650,"[2, 1]","(test,train)",170.0
143218,45945,"[1, 1]","(train,test)",11844978
143260,1214,"[81, 1598]","(train,test)",3542
143312,1214,"[15127, 287413]","(train,test)",378175
143479,92659,"[1, 0]","(train,test)",217
143540,47194,"[1, -1]","(train,test)",3592
143547,78243,"[1, 0]","(train,test)",335
143588,29580,"[16, -16]","(train,test)",13776
143673,37857,"[2, 0]","(test,train)",5550.0
143688,7700,"[32, 1]","(train,test)",224449
143719,108417,"[1, 20]","(train,test)",2435
143788,24567,"[1, 0]","(train,test)",108
143898,1817,"[1, 5]","(train,test)",2147483653
143919,226868,"[1, 0]","(train,test)",3
143956,149766,"[1, -1]","(train,test)",577107101
144074,20389,"[1, 0]","(train,test)",1129718145924
144136,142046,"[1, 1]","(train,test)",96
144199,74317,"[3, 0]","(train,test)",1862592
144239,32933,"[-1, 45]","(train,test)",1
144247,9268,"[1, 0]","(train,test)",200291280469622706
